date,year,month,lop,persentase,tahun_kategori,total_teus,sumber_sheet
2024-03-01,2024,3,MERATUS,0.0,2023,140.0,B.OPR DOM
2024-03-01,2024,3,ICON,-1.0,2023,0.0,B.OPR DOM
2024-03-01,2024,3,TEMAS,0.0,2023,0.0,B.OPR DOM
2024-04-01,2024,4,TANTO,0.0539,2023,4115.0,B.OPR DOM
2024-04-01,2024,4,SPIL,-0.7922,2023,0.0,B.OPR DOM
2024-04-01,2024,4,MERATUS,10.3492,2023,33.0,B.OPR DOM
2024-04-01,2024,4,ICON,-1.0,2023,0.0,B.OPR DOM
2024-04-01,2024,4,TEMAS,0.0,2023,220.0,B.OPR DOM
2024-05-01,2024,5,TANTO,0.7423,2023,2915.0,B.OPR DOM
2024-05-01,2024,5,SPIL,-0.814,2023,0.0,B.OPR DOM
2024-05-01,2024,5,MERATUS,10.5873,2023,15.0,B.OPR DOM
2024-05-01,2024,5,ICON,-1.0,2023,0.0,B.OPR DOM
2024-05-01,2024,5,TEMAS,0.0,2023,510.0,B.OPR DOM
2024-06-01,2024,6,TANTO,0.5393,2023,2823.0,B.OPR DOM
2024-06-01,2024,6,SPIL,-0.6373,2023,2128.0,B.OPR DOM
2024-06-01,2024,6,MERATUS,12.619,2023,128.0,B.OPR DOM
2024-06-01,2024,6,ICON,-1.0,2023,0.0,B.OPR DOM
2024-06-01,2024,6,TEMAS,0.0,2023,127.0,B.OPR DOM
2024-07-01,2024,7,TANTO,0.4353,2023,677.0,B.OPR DOM
2024-07-01,2024,7,SPIL,-0.5698,2023,1097.0,B.OPR DOM
2024-07-01,2024,7,MERATUS,21.1791,2023,628.0,B.OPR DOM
2024-07-01,2024,7,TEMAS,0.0,2023,53.0,B.OPR DOM
2024-07-01,2024,7,ICON,-0.9913,2023,0.0,B.OPR DOM
2024-08-01,2024,8,TANTO,0.37,2023,3474.0,B.OPR DOM
2024-08-01,2024,8,SPIL,-0.3368,2023,2640.0,B.OPR DOM
2024-08-01,2024,8,MERATUS,28.1739,2023,527.0,B.OPR DOM
2024-08-01,2024,8,TEMAS,0.0,2023,121.0,B.OPR DOM
2024-08-01,2024,8,ICON,-0.9535,2023,0.0,B.OPR DOM
2024-08-01,2024,8,PPNP,0.6666666666666666,2023,0.0,B.OPR DOM
2024-09-01,2024,9,TANTO,0.3376,2023,2846.0,B.OPR DOM
2024-09-01,2024,9,SPI,0.0028,2023,3848.0,B.OPR DOM
2024-09-01,2024,9,ICON,-0.9171,2023,0.0,B.OPR DOM
2024-09-01,2024,9,MERATUS,26.6712,2023,7.0,B.OPR DOM
2024-09-01,2024,9,TEMAS,0.0,2023,0.0,B.OPR DOM
2024-09-01,2024,9,PPNP,0.0,2023,0.0,B.OPR DOM
